review_id,product_id,rating,review_date,review_data
12507,1175,4,2025-11-17,"{'comment': 'Bon produit', 'language': 'es'}"
12508,2537,5,2025-11-11,"{'comment': 'Excellent', 'language': 'en'}"
12509,1779,2,2025-11-20,"{'comment': 'Excellent', 'language': 'es'}"
12510,362,4,2025-10-10,"{'comment': 'Pas satisfait', 'language': 'en'}"
12511,2662,2,2025-10-11,"{'comment': 'Moyen', 'language': 'fr'}"
12512,2327,1,2025-10-27,"{'comment': 'Bon produit', 'language': 'en'}"
12513,1484,3,2025-10-25,"{'comment': 'Excellent', 'language': 'fr'}"
12514,2666,3,2025-11-05,"{'comment': 'Excellent', 'language': 'es'}"
12515,2718,5,2025-10-06,"{'comment': 'Pas satisfait', 'language': 'en'}"
12516,1033,1,2025-10-06,"{'comment': 'Moyen', 'language': 'fr'}"
12517,1822,1,2025-11-26,"{'comment': 'Pas satisfait', 'language': 'es'}"
12518,723,3,2025-10-26,"{'comment': 'Pas satisfait', 'language': 'en'}"
12519,1704,2,2025-10-15,"{'comment': 'Moyen', 'language': 'fr'}"
12520,1779,5,2025-11-07,"{'comment': 'Bon produit', 'language': 'fr'}"
12521,2420,4,2025-11-26,"{'comment': 'Moyen', 'language': 'fr'}"
12522,2426,3,2025-11-04,"{'comment': 'Excellent', 'language': 'fr'}"
12523,2102,1,2025-10-03,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12524,1684,3,2025-10-14,"{'comment': 'Bon produit', 'language': 'es'}"
12525,1416,5,2025-09-28,"{'comment': 'Bon produit', 'language': 'en'}"
12526,1891,5,2025-10-16,"{'comment': 'Moyen', 'language': 'fr'}"
12527,60,1,2025-10-28,"{'comment': 'Excellent', 'language': 'fr'}"
12528,2365,3,2025-10-13,"{'comment': 'Pas satisfait', 'language': 'en'}"
12529,529,2,2025-10-11,"{'comment': 'Excellent', 'language': 'es'}"
12530,391,5,2025-10-12,"{'comment': 'Excellent', 'language': 'en'}"
12531,1722,5,2025-10-10,"{'comment': 'Pas satisfait', 'language': 'es'}"
12532,1373,2,2025-11-08,"{'comment': 'Bon produit', 'language': 'fr'}"
12533,2468,3,2025-11-04,"{'comment': 'Bon produit', 'language': 'es'}"
12534,2312,3,2025-11-25,"{'comment': 'Pas satisfait', 'language': 'en'}"
12535,2647,2,2025-11-25,"{'comment': 'Excellent', 'language': 'fr'}"
12536,2629,4,2025-11-13,"{'comment': 'Bon produit', 'language': 'en'}"
12537,1256,4,2025-10-05,"{'comment': 'Excellent', 'language': 'en'}"
12538,2140,5,2025-11-04,"{'comment': 'Pas satisfait', 'language': 'en'}"
12539,2651,2,2025-10-26,"{'comment': 'Pas satisfait', 'language': 'en'}"
12540,2156,3,2025-10-02,"{'comment': 'Excellent', 'language': 'fr'}"
12541,350,5,2025-09-30,"{'comment': 'Excellent', 'language': 'en'}"
12542,963,1,2025-10-07,"{'comment': 'Bon produit', 'language': 'en'}"
12543,613,2,2025-10-12,"{'comment': 'Pas satisfait', 'language': 'es'}"
12544,1391,3,2025-10-23,"{'comment': 'Moyen', 'language': 'en'}"
12545,1060,2,2025-10-07,"{'comment': 'Excellent', 'language': 'fr'}"
12546,2655,3,2025-11-23,"{'comment': 'Excellent', 'language': 'es'}"
12547,1589,4,2025-09-28,"{'comment': 'Moyen', 'language': 'fr'}"
12548,691,4,2025-10-02,"{'comment': 'Excellent', 'language': 'fr'}"
12549,1959,3,2025-11-18,"{'comment': 'Pas satisfait', 'language': 'es'}"
12550,267,5,2025-10-25,"{'comment': 'Pas satisfait', 'language': 'en'}"
12551,1129,4,2025-11-03,"{'comment': 'Excellent', 'language': 'fr'}"
12552,1575,4,2025-11-25,"{'comment': 'Moyen', 'language': 'fr'}"
12553,1929,3,2025-10-05,"{'comment': 'Moyen', 'language': 'fr'}"
12554,2236,1,2025-11-13,"{'comment': 'Excellent', 'language': 'en'}"
12555,2443,3,2025-11-05,"{'comment': 'Excellent', 'language': 'en'}"
12556,1042,2,2025-11-23,"{'comment': 'Excellent', 'language': 'en'}"
12557,58,5,2025-11-20,"{'comment': 'Excellent', 'language': 'es'}"
12558,2616,5,2025-11-23,"{'comment': 'Excellent', 'language': 'en'}"
12559,539,5,2025-11-25,"{'comment': 'Moyen', 'language': 'es'}"
12560,1417,2,2025-10-26,"{'comment': 'Bon produit', 'language': 'en'}"
12561,1002,2,2025-11-26,"{'comment': 'Moyen', 'language': 'fr'}"
12562,1125,2,2025-10-21,"{'comment': 'Moyen', 'language': 'fr'}"
12563,2323,5,2025-10-27,"{'comment': 'Moyen', 'language': 'en'}"
12564,2247,4,2025-10-02,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12565,1658,3,2025-10-27,"{'comment': 'Moyen', 'language': 'es'}"
12566,1840,3,2025-10-26,"{'comment': 'Pas satisfait', 'language': 'es'}"
12567,1802,3,2025-10-19,"{'comment': 'Pas satisfait', 'language': 'es'}"
12568,239,3,2025-10-25,"{'comment': 'Bon produit', 'language': 'es'}"
12569,868,5,2025-10-13,"{'comment': 'Moyen', 'language': 'es'}"
12570,1991,3,2025-10-29,"{'comment': 'Pas satisfait', 'language': 'es'}"
12571,834,5,2025-11-07,"{'comment': 'Bon produit', 'language': 'es'}"
12572,62,3,2025-09-30,"{'comment': 'Bon produit', 'language': 'en'}"
12573,813,2,2025-11-17,"{'comment': 'Bon produit', 'language': 'en'}"
12574,787,2,2025-10-13,"{'comment': 'Pas satisfait', 'language': 'en'}"
12575,2406,2,2025-11-17,"{'comment': 'Excellent', 'language': 'es'}"
12576,2356,2,2025-11-11,"{'comment': 'Excellent', 'language': 'es'}"
12577,1182,4,2025-11-15,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12578,2047,1,2025-10-21,"{'comment': 'Moyen', 'language': 'fr'}"
12579,788,5,2025-10-03,"{'comment': 'Moyen', 'language': 'es'}"
12580,807,5,2025-10-04,"{'comment': 'Bon produit', 'language': 'en'}"
12581,2261,3,2025-11-06,"{'comment': 'Pas satisfait', 'language': 'es'}"
12582,170,3,2025-10-15,"{'comment': 'Pas satisfait', 'language': 'es'}"
12583,2677,5,2025-10-07,"{'comment': 'Excellent', 'language': 'en'}"
12584,2262,4,2025-10-05,"{'comment': 'Moyen', 'language': 'es'}"
12585,1912,5,2025-11-17,"{'comment': 'Moyen', 'language': 'en'}"
12586,2924,2,2025-11-25,"{'comment': 'Moyen', 'language': 'es'}"
12587,763,3,2025-10-30,"{'comment': 'Bon produit', 'language': 'en'}"
12588,2644,3,2025-10-26,"{'comment': 'Bon produit', 'language': 'en'}"
12589,1893,5,2025-09-30,"{'comment': 'Pas satisfait', 'language': 'en'}"
12590,94,1,2025-11-22,"{'comment': 'Moyen', 'language': 'en'}"
12591,794,3,2025-11-08,"{'comment': 'Excellent', 'language': 'en'}"
12592,84,5,2025-10-18,"{'comment': 'Excellent', 'language': 'en'}"
12593,65,3,2025-10-20,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12594,1466,1,2025-10-26,"{'comment': 'Excellent', 'language': 'fr'}"
12595,2281,5,2025-11-21,"{'comment': 'Bon produit', 'language': 'fr'}"
12596,2410,4,2025-11-03,"{'comment': 'Bon produit', 'language': 'en'}"
12597,2436,2,2025-10-23,"{'comment': 'Moyen', 'language': 'en'}"
12598,786,2,2025-11-01,"{'comment': 'Moyen', 'language': 'en'}"
12599,2527,3,2025-10-25,"{'comment': 'Moyen', 'language': 'fr'}"
12600,1443,4,2025-11-04,"{'comment': 'Excellent', 'language': 'en'}"
12601,2478,4,2025-11-20,"{'comment': 'Moyen', 'language': 'fr'}"
12602,727,3,2025-11-24,"{'comment': 'Pas satisfait', 'language': 'en'}"
12603,459,2,2025-09-30,"{'comment': 'Excellent', 'language': 'es'}"
12604,2257,1,2025-11-04,"{'comment': 'Bon produit', 'language': 'en'}"
12605,2329,3,2025-11-07,"{'comment': 'Bon produit', 'language': 'es'}"
12606,2790,4,2025-10-28,"{'comment': 'Excellent', 'language': 'en'}"
12607,526,2,2025-10-30,"{'comment': 'Excellent', 'language': 'en'}"
12608,1945,5,2025-11-03,"{'comment': 'Excellent', 'language': 'fr'}"
12609,780,1,2025-10-15,"{'comment': 'Moyen', 'language': 'fr'}"
12610,1391,5,2025-10-21,"{'comment': 'Excellent', 'language': 'fr'}"
12611,32,3,2025-11-24,"{'comment': 'Pas satisfait', 'language': 'en'}"
12612,152,2,2025-11-18,"{'comment': 'Pas satisfait', 'language': 'es'}"
12613,422,5,2025-10-11,"{'comment': 'Pas satisfait', 'language': 'es'}"
12614,227,4,2025-10-19,"{'comment': 'Moyen', 'language': 'es'}"
12615,246,4,2025-11-14,"{'comment': 'Excellent', 'language': 'en'}"
12616,633,2,2025-10-30,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12617,496,2,2025-10-08,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12618,618,5,2025-10-27,"{'comment': 'Bon produit', 'language': 'fr'}"
12619,762,5,2025-10-28,"{'comment': 'Pas satisfait', 'language': 'es'}"
12620,2842,1,2025-11-08,"{'comment': 'Excellent', 'language': 'fr'}"
12621,721,4,2025-11-19,"{'comment': 'Bon produit', 'language': 'en'}"
12622,1852,2,2025-10-21,"{'comment': 'Excellent', 'language': 'fr'}"
12623,616,5,2025-10-11,"{'comment': 'Excellent', 'language': 'es'}"
12624,993,2,2025-11-01,"{'comment': 'Bon produit', 'language': 'en'}"
12625,791,2,2025-11-20,"{'comment': 'Excellent', 'language': 'fr'}"
12626,2208,5,2025-11-18,"{'comment': 'Moyen', 'language': 'fr'}"
12627,917,3,2025-10-30,"{'comment': 'Excellent', 'language': 'es'}"
12628,2044,2,2025-10-27,"{'comment': 'Moyen', 'language': 'fr'}"
12629,2492,2,2025-10-05,"{'comment': 'Pas satisfait', 'language': 'es'}"
12630,1800,4,2025-10-16,"{'comment': 'Moyen', 'language': 'en'}"
12631,2212,5,2025-10-18,"{'comment': 'Bon produit', 'language': 'fr'}"
12632,2629,4,2025-10-25,"{'comment': 'Moyen', 'language': 'en'}"
12633,1751,1,2025-11-17,"{'comment': 'Excellent', 'language': 'es'}"
12634,1070,2,2025-11-20,"{'comment': 'Moyen', 'language': 'en'}"
12635,544,2,2025-10-13,"{'comment': 'Bon produit', 'language': 'fr'}"
12636,956,4,2025-11-01,"{'comment': 'Excellent', 'language': 'en'}"
12637,1748,3,2025-10-19,"{'comment': 'Moyen', 'language': 'en'}"
12638,1775,5,2025-10-02,"{'comment': 'Excellent', 'language': 'fr'}"
12639,120,5,2025-10-09,"{'comment': 'Excellent', 'language': 'es'}"
12640,1555,3,2025-10-04,"{'comment': 'Moyen', 'language': 'es'}"
12641,111,4,2025-10-08,"{'comment': 'Moyen', 'language': 'es'}"
12642,275,1,2025-11-22,"{'comment': 'Excellent', 'language': 'fr'}"
12643,1603,1,2025-10-22,"{'comment': 'Bon produit', 'language': 'es'}"
12644,1235,1,2025-11-24,"{'comment': 'Pas satisfait', 'language': 'es'}"
12645,2205,2,2025-11-19,"{'comment': 'Excellent', 'language': 'en'}"
12646,1756,4,2025-10-11,"{'comment': 'Bon produit', 'language': 'fr'}"
12647,609,5,2025-10-10,"{'comment': 'Bon produit', 'language': 'fr'}"
12648,2506,3,2025-11-24,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12649,1549,3,2025-11-16,"{'comment': 'Moyen', 'language': 'en'}"
12650,380,3,2025-10-28,"{'comment': 'Bon produit', 'language': 'fr'}"
12651,1489,2,2025-10-11,"{'comment': 'Moyen', 'language': 'fr'}"
12652,1127,4,2025-11-13,"{'comment': 'Excellent', 'language': 'en'}"
12653,2381,3,2025-11-10,"{'comment': 'Excellent', 'language': 'en'}"
12654,2126,5,2025-10-04,"{'comment': 'Moyen', 'language': 'fr'}"
12655,544,4,2025-10-12,"{'comment': 'Bon produit', 'language': 'fr'}"
12656,646,1,2025-10-16,"{'comment': 'Moyen', 'language': 'fr'}"
12657,1161,5,2025-11-05,"{'comment': 'Excellent', 'language': 'es'}"
12658,1412,2,2025-10-03,"{'comment': 'Bon produit', 'language': 'es'}"
12659,411,1,2025-11-18,"{'comment': 'Moyen', 'language': 'es'}"
12660,721,1,2025-10-21,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12661,1637,5,2025-09-29,"{'comment': 'Moyen', 'language': 'fr'}"
12662,2169,5,2025-10-23,"{'comment': 'Moyen', 'language': 'es'}"
12663,2628,5,2025-11-22,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12664,2423,1,2025-10-30,"{'comment': 'Bon produit', 'language': 'en'}"
12665,86,5,2025-10-27,"{'comment': 'Bon produit', 'language': 'fr'}"
12666,2076,1,2025-10-18,"{'comment': 'Bon produit', 'language': 'es'}"
12667,2449,3,2025-10-14,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12668,2186,3,2025-11-21,"{'comment': 'Excellent', 'language': 'fr'}"
12669,2901,5,2025-10-28,"{'comment': 'Bon produit', 'language': 'es'}"
12670,1992,1,2025-11-23,"{'comment': 'Pas satisfait', 'language': 'en'}"
12671,1850,1,2025-10-29,"{'comment': 'Pas satisfait', 'language': 'es'}"
12672,130,5,2025-11-10,"{'comment': 'Pas satisfait', 'language': 'es'}"
12673,2277,2,2025-10-26,"{'comment': 'Moyen', 'language': 'es'}"
12674,2994,5,2025-11-09,"{'comment': 'Bon produit', 'language': 'es'}"
12675,2301,5,2025-10-03,"{'comment': 'Moyen', 'language': 'fr'}"
12676,1818,4,2025-09-29,"{'comment': 'Bon produit', 'language': 'es'}"
12677,1681,1,2025-10-20,"{'comment': 'Pas satisfait', 'language': 'en'}"
12678,1774,1,2025-10-04,"{'comment': 'Bon produit', 'language': 'en'}"
12679,1394,2,2025-10-04,"{'comment': 'Excellent', 'language': 'es'}"
12680,1270,5,2025-11-07,"{'comment': 'Excellent', 'language': 'es'}"
12681,1901,2,2025-11-10,"{'comment': 'Moyen', 'language': 'fr'}"
12682,2134,1,2025-11-17,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12683,1366,1,2025-11-07,"{'comment': 'Excellent', 'language': 'en'}"
12684,2271,2,2025-11-04,"{'comment': 'Moyen', 'language': 'en'}"
12685,1689,4,2025-10-05,"{'comment': 'Moyen', 'language': 'fr'}"
12686,1172,2,2025-11-06,"{'comment': 'Moyen', 'language': 'es'}"
12687,26,3,2025-11-26,"{'comment': 'Pas satisfait', 'language': 'es'}"
12688,1415,4,2025-10-20,"{'comment': 'Moyen', 'language': 'fr'}"
12689,889,4,2025-10-28,"{'comment': 'Bon produit', 'language': 'es'}"
12690,1848,3,2025-10-29,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12691,2377,4,2025-10-21,"{'comment': 'Bon produit', 'language': 'es'}"
12692,2874,1,2025-11-07,"{'comment': 'Excellent', 'language': 'fr'}"
12693,1923,3,2025-10-12,"{'comment': 'Moyen', 'language': 'fr'}"
12694,1227,5,2025-10-27,"{'comment': 'Bon produit', 'language': 'es'}"
12695,1623,4,2025-11-06,"{'comment': 'Moyen', 'language': 'es'}"
12696,201,5,2025-10-13,"{'comment': 'Moyen', 'language': 'fr'}"
12697,1417,4,2025-11-24,"{'comment': 'Bon produit', 'language': 'es'}"
12698,79,2,2025-11-19,"{'comment': 'Excellent', 'language': 'es'}"
12699,1756,3,2025-10-14,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12700,2525,3,2025-10-20,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12701,24,2,2025-10-25,"{'comment': 'Bon produit', 'language': 'es'}"
12702,1157,4,2025-10-27,"{'comment': 'Bon produit', 'language': 'es'}"
12703,1239,2,2025-10-19,"{'comment': 'Bon produit', 'language': 'es'}"
12704,1199,1,2025-09-28,"{'comment': 'Excellent', 'language': 'en'}"
12705,1327,3,2025-11-20,"{'comment': 'Bon produit', 'language': 'es'}"
12706,151,5,2025-10-02,"{'comment': 'Pas satisfait', 'language': 'en'}"
12707,2961,5,2025-11-10,"{'comment': 'Excellent', 'language': 'es'}"
12708,2710,5,2025-10-21,"{'comment': 'Bon produit', 'language': 'es'}"
12709,892,3,2025-10-10,"{'comment': 'Excellent', 'language': 'es'}"
12710,1623,2,2025-11-03,"{'comment': 'Bon produit', 'language': 'en'}"
12711,314,5,2025-11-18,"{'comment': 'Moyen', 'language': 'fr'}"
12712,1425,3,2025-10-31,"{'comment': 'Moyen', 'language': 'en'}"
12713,685,4,2025-11-26,"{'comment': 'Pas satisfait', 'language': 'es'}"
12714,1083,5,2025-11-16,"{'comment': 'Moyen', 'language': 'en'}"
12715,2410,2,2025-10-06,"{'comment': 'Excellent', 'language': 'es'}"
12716,1595,3,2025-10-21,"{'comment': 'Excellent', 'language': 'en'}"
12717,1039,4,2025-11-01,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12718,2209,4,2025-10-06,"{'comment': 'Bon produit', 'language': 'fr'}"
12719,2633,5,2025-10-12,"{'comment': 'Bon produit', 'language': 'es'}"
12720,1489,2,2025-11-10,"{'comment': 'Bon produit', 'language': 'en'}"
12721,36,1,2025-10-31,"{'comment': 'Bon produit', 'language': 'es'}"
12722,2929,2,2025-11-17,"{'comment': 'Moyen', 'language': 'en'}"
12723,2029,3,2025-10-04,"{'comment': 'Pas satisfait', 'language': 'es'}"
12724,395,5,2025-11-07,"{'comment': 'Bon produit', 'language': 'en'}"
12725,2108,2,2025-10-29,"{'comment': 'Bon produit', 'language': 'en'}"
12726,598,4,2025-11-25,"{'comment': 'Moyen', 'language': 'es'}"
12727,818,3,2025-10-04,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12728,2274,5,2025-11-22,"{'comment': 'Bon produit', 'language': 'es'}"
12729,2713,3,2025-10-25,"{'comment': 'Bon produit', 'language': 'en'}"
12730,2350,1,2025-10-06,"{'comment': 'Excellent', 'language': 'fr'}"
12731,1717,5,2025-10-15,"{'comment': 'Excellent', 'language': 'en'}"
12732,27,5,2025-11-19,"{'comment': 'Pas satisfait', 'language': 'es'}"
12733,2876,5,2025-11-19,"{'comment': 'Pas satisfait', 'language': 'es'}"
12734,426,4,2025-10-01,"{'comment': 'Excellent', 'language': 'fr'}"
12735,909,3,2025-11-22,"{'comment': 'Moyen', 'language': 'es'}"
12736,611,5,2025-11-09,"{'comment': 'Moyen', 'language': 'en'}"
12737,1128,1,2025-11-25,"{'comment': 'Excellent', 'language': 'fr'}"
12738,1239,1,2025-11-15,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12739,2533,1,2025-11-16,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12740,206,3,2025-10-13,"{'comment': 'Excellent', 'language': 'es'}"
12741,1053,4,2025-10-15,"{'comment': 'Moyen', 'language': 'fr'}"
12742,720,5,2025-10-20,"{'comment': 'Moyen', 'language': 'es'}"
12743,358,2,2025-09-30,"{'comment': 'Bon produit', 'language': 'en'}"
12744,836,3,2025-09-30,"{'comment': 'Pas satisfait', 'language': 'en'}"
12745,845,3,2025-11-09,"{'comment': 'Moyen', 'language': 'en'}"
12746,2433,4,2025-10-05,"{'comment': 'Excellent', 'language': 'fr'}"
12747,1336,1,2025-10-07,"{'comment': 'Moyen', 'language': 'fr'}"
12748,90,1,2025-11-09,"{'comment': 'Pas satisfait', 'language': 'en'}"
12749,2356,5,2025-11-25,"{'comment': 'Moyen', 'language': 'fr'}"
12750,1984,2,2025-09-29,"{'comment': 'Moyen', 'language': 'fr'}"
12751,486,3,2025-11-04,"{'comment': 'Excellent', 'language': 'es'}"
12752,746,1,2025-09-28,"{'comment': 'Moyen', 'language': 'es'}"
12753,945,5,2025-11-02,"{'comment': 'Moyen', 'language': 'en'}"
12754,884,3,2025-11-21,"{'comment': 'Bon produit', 'language': 'fr'}"
12755,2357,3,2025-10-14,"{'comment': 'Excellent', 'language': 'fr'}"
12756,394,4,2025-10-07,"{'comment': 'Excellent', 'language': 'en'}"
12757,1589,4,2025-11-25,"{'comment': 'Excellent', 'language': 'en'}"
12758,2622,1,2025-11-07,"{'comment': 'Moyen', 'language': 'fr'}"
12759,388,2,2025-10-31,"{'comment': 'Moyen', 'language': 'es'}"
12760,668,5,2025-10-18,"{'comment': 'Moyen', 'language': 'en'}"
12761,947,1,2025-10-10,"{'comment': 'Moyen', 'language': 'en'}"
12762,255,1,2025-10-02,"{'comment': 'Bon produit', 'language': 'fr'}"
12763,1198,2,2025-11-04,"{'comment': 'Moyen', 'language': 'es'}"
12764,1598,3,2025-10-05,"{'comment': 'Excellent', 'language': 'es'}"
12765,904,4,2025-11-07,"{'comment': 'Bon produit', 'language': 'en'}"
12766,543,5,2025-10-24,"{'comment': 'Bon produit', 'language': 'en'}"
12767,2532,3,2025-10-11,"{'comment': 'Bon produit', 'language': 'fr'}"
12768,2322,3,2025-11-07,"{'comment': 'Bon produit', 'language': 'fr'}"
12769,1009,5,2025-11-27,"{'comment': 'Pas satisfait', 'language': 'es'}"
12770,2506,2,2025-11-16,"{'comment': 'Pas satisfait', 'language': 'en'}"
12771,2963,4,2025-09-30,"{'comment': 'Moyen', 'language': 'es'}"
12772,743,2,2025-11-20,"{'comment': 'Excellent', 'language': 'es'}"
12773,2475,2,2025-11-24,"{'comment': 'Moyen', 'language': 'en'}"
12774,1454,3,2025-10-16,"{'comment': 'Excellent', 'language': 'fr'}"
12775,1452,2,2025-10-27,"{'comment': 'Pas satisfait', 'language': 'es'}"
12776,525,2,2025-11-17,"{'comment': 'Pas satisfait', 'language': 'es'}"
12777,265,3,2025-10-15,"{'comment': 'Moyen', 'language': 'en'}"
12778,1627,5,2025-10-25,"{'comment': 'Moyen', 'language': 'fr'}"
12779,181,5,2025-11-19,"{'comment': 'Excellent', 'language': 'en'}"
12780,2764,2,2025-10-04,"{'comment': 'Moyen', 'language': 'es'}"
12781,2360,3,2025-10-29,"{'comment': 'Pas satisfait', 'language': 'es'}"
12782,457,2,2025-10-24,"{'comment': 'Bon produit', 'language': 'es'}"
12783,781,3,2025-11-17,"{'comment': 'Pas satisfait', 'language': 'es'}"
12784,2784,4,2025-10-07,"{'comment': 'Moyen', 'language': 'fr'}"
12785,1669,1,2025-11-09,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12786,1124,4,2025-11-24,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12787,1102,5,2025-10-11,"{'comment': 'Bon produit', 'language': 'es'}"
12788,1490,2,2025-10-19,"{'comment': 'Bon produit', 'language': 'en'}"
12789,30,1,2025-11-18,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12790,2095,5,2025-11-16,"{'comment': 'Moyen', 'language': 'en'}"
12791,62,4,2025-11-04,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12792,1142,1,2025-11-25,"{'comment': 'Pas satisfait', 'language': 'en'}"
12793,758,4,2025-10-31,"{'comment': 'Excellent', 'language': 'en'}"
12794,824,2,2025-11-24,"{'comment': 'Excellent', 'language': 'fr'}"
12795,1326,2,2025-10-01,"{'comment': 'Bon produit', 'language': 'en'}"
12796,1403,2,2025-10-15,"{'comment': 'Pas satisfait', 'language': 'es'}"
12797,1439,1,2025-11-24,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12798,1923,4,2025-11-09,"{'comment': 'Moyen', 'language': 'fr'}"
12799,2388,5,2025-11-12,"{'comment': 'Moyen', 'language': 'es'}"
12800,245,2,2025-11-22,"{'comment': 'Moyen', 'language': 'es'}"
12801,906,4,2025-10-03,"{'comment': 'Excellent', 'language': 'fr'}"
12802,617,2,2025-10-07,"{'comment': 'Moyen', 'language': 'en'}"
12803,2540,5,2025-11-06,"{'comment': 'Moyen', 'language': 'fr'}"
12804,1356,5,2025-11-13,"{'comment': 'Excellent', 'language': 'en'}"
12805,2696,2,2025-11-08,"{'comment': 'Bon produit', 'language': 'es'}"
12806,1463,5,2025-10-18,"{'comment': 'Excellent', 'language': 'en'}"
12807,2196,3,2025-10-27,"{'comment': 'Bon produit', 'language': 'es'}"
12808,38,2,2025-10-12,"{'comment': 'Bon produit', 'language': 'es'}"
12809,2005,5,2025-10-10,"{'comment': 'Moyen', 'language': 'es'}"
12810,1115,3,2025-10-25,"{'comment': 'Bon produit', 'language': 'en'}"
12811,866,3,2025-10-27,"{'comment': 'Bon produit', 'language': 'es'}"
12812,912,4,2025-10-23,"{'comment': 'Moyen', 'language': 'en'}"
12813,438,5,2025-11-23,"{'comment': 'Pas satisfait', 'language': 'es'}"
12814,1430,1,2025-10-11,"{'comment': 'Bon produit', 'language': 'es'}"
12815,497,5,2025-10-15,"{'comment': 'Bon produit', 'language': 'fr'}"
12816,2196,4,2025-10-11,"{'comment': 'Pas satisfait', 'language': 'en'}"
12817,1518,1,2025-11-22,"{'comment': 'Pas satisfait', 'language': 'es'}"
12818,2683,1,2025-10-11,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12819,174,2,2025-11-07,"{'comment': 'Moyen', 'language': 'en'}"
12820,1176,5,2025-11-15,"{'comment': 'Bon produit', 'language': 'fr'}"
12821,546,5,2025-10-10,"{'comment': 'Bon produit', 'language': 'es'}"
12822,2033,4,2025-11-01,"{'comment': 'Moyen', 'language': 'es'}"
12823,2319,2,2025-10-14,"{'comment': 'Excellent', 'language': 'en'}"
12824,724,5,2025-10-30,"{'comment': 'Bon produit', 'language': 'en'}"
12825,2235,2,2025-11-06,"{'comment': 'Pas satisfait', 'language': 'en'}"
12826,2667,3,2025-10-19,"{'comment': 'Bon produit', 'language': 'en'}"
12827,1559,3,2025-10-18,"{'comment': 'Bon produit', 'language': 'es'}"
12828,77,4,2025-11-10,"{'comment': 'Excellent', 'language': 'es'}"
12829,1452,5,2025-10-18,"{'comment': 'Pas satisfait', 'language': 'en'}"
12830,1929,4,2025-11-17,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12831,2201,4,2025-10-05,"{'comment': 'Pas satisfait', 'language': 'es'}"
12832,615,4,2025-10-30,"{'comment': 'Bon produit', 'language': 'fr'}"
12833,152,2,2025-10-18,"{'comment': 'Excellent', 'language': 'es'}"
12834,1001,3,2025-10-22,"{'comment': 'Moyen', 'language': 'fr'}"
12835,168,1,2025-10-07,"{'comment': 'Bon produit', 'language': 'es'}"
12836,1100,5,2025-11-26,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12837,1610,4,2025-11-04,"{'comment': 'Bon produit', 'language': 'en'}"
12838,1389,4,2025-11-04,"{'comment': 'Bon produit', 'language': 'en'}"
12839,243,1,2025-10-09,"{'comment': 'Excellent', 'language': 'es'}"
12840,2994,3,2025-11-18,"{'comment': 'Bon produit', 'language': 'es'}"
12841,290,3,2025-10-23,"{'comment': 'Pas satisfait', 'language': 'es'}"
12842,736,2,2025-10-19,"{'comment': 'Excellent', 'language': 'fr'}"
12843,1242,1,2025-11-26,"{'comment': 'Excellent', 'language': 'en'}"
12844,1581,5,2025-09-29,"{'comment': 'Moyen', 'language': 'es'}"
12845,329,4,2025-10-19,"{'comment': 'Moyen', 'language': 'es'}"
12846,342,3,2025-10-14,"{'comment': 'Excellent', 'language': 'en'}"
12847,2787,2,2025-10-11,"{'comment': 'Pas satisfait', 'language': 'fr'}"
12848,497,2,2025-11-25,"{'comment': 'Pas satisfait', 'language': 'en'}"
12849,875,2,2025-10-21,"{'comment': 'Moyen', 'language': 'fr'}"
12850,2728,4,2025-11-03,"{'comment': 'Excellent', 'language': 'en'}"
12851,2410,5,2025-11-21,"{'comment': 'Pas satisfait', 'language': 'en'}"
12852,187,1,2025-11-05,"{'comment': 'Moyen', 'language': 'en'}"
12853,1377,5,2025-11-21,"{'comment': 'Pas satisfait', 'language': 'es'}"
12854,976,4,2025-11-10,"{'comment': 'Bon produit', 'language': 'es'}"
12855,908,3,2025-10-31,"{'comment': 'Pas satisfait', 'language': 'en'}"
12856,1826,4,2025-10-06,"{'comment': 'Excellent', 'language': 'es'}"
